"LOCATION","Country","SUBJECT","Subject","SEX","Sex","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ISL","Iceland","YA99I4L1_ST","Accommodation and food service activities (I)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,11.1,,
"ISL","Iceland","YA99I4L1_ST","Accommodation and food service activities (I)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,11.15,,
"ISL","Iceland","YA99I4L1_ST","Accommodation and food service activities (I)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,10.475,,
"ISL","Iceland","YA99J4L1_ST","Information and communication (J)","TT","All persons","A","Annual","2008","2008","PER","Persons","3","Thousands",,,7.525,,
"ISL","Iceland","YA99J4L1_ST","Information and communication (J)","TT","All persons","A","Annual","2009","2009","PER","Persons","3","Thousands",,,7.875,,
"ISL","Iceland","YA99J4L1_ST","Information and communication (J)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,7.025,,
"ISL","Iceland","YA99J4L1_ST","Information and communication (J)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,7.175,,
"ISL","Iceland","YA99J4L1_ST","Information and communication (J)","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,7.05,,
"ISL","Iceland","YA99J4L1_ST","Information and communication (J)","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,7.35,,
"ISL","Iceland","YA99J4L1_ST","Information and communication (J)","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,8.1,,
"ISL","Iceland","YA99J4L1_ST","Information and communication (J)","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,9.275,,
"ISL","Iceland","YA99J4L1_ST","Information and communication (J)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,9.95,,
"ISL","Iceland","YA99J4L1_ST","Information and communication (J)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,9.875,,
"ISL","Iceland","YA99J4L1_ST","Information and communication (J)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,9.3,,
"ISL","Iceland","YA99J4L1_ST","Information and communication (J)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,8.825,,
"ISL","Iceland","YA99K4L1_ST","Financial and insurance activities (K)","TT","All persons","A","Annual","2008","2008","PER","Persons","3","Thousands",,,9.025,,
"ISL","Iceland","YA99K4L1_ST","Financial and insurance activities (K)","TT","All persons","A","Annual","2009","2009","PER","Persons","3","Thousands",,,7.825,,
"ISL","Iceland","YA99K4L1_ST","Financial and insurance activities (K)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,7.9,,
"ISL","Iceland","YA99K4L1_ST","Financial and insurance activities (K)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,8.275,,
"ISL","Iceland","YA99K4L1_ST","Financial and insurance activities (K)","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,7.425,,
"ISL","Iceland","YA99K4L1_ST","Financial and insurance activities (K)","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,7.125,,
"ISL","Iceland","YA99K4L1_ST","Financial and insurance activities (K)","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,6.775,,
"ISL","Iceland","YA99K4L1_ST","Financial and insurance activities (K)","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,6.3,,
"ISL","Iceland","YA99K4L1_ST","Financial and insurance activities (K)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,6.3,,
"ISL","Iceland","YA99K4L1_ST","Financial and insurance activities (K)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,5.55,,
"ISL","Iceland","YA99K4L1_ST","Financial and insurance activities (K)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,6.225,,
"ISL","Iceland","YA99K4L1_ST","Financial and insurance activities (K)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,7.425,,
"ISL","Iceland","YA99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2008","2008","PER","Persons","3","Thousands",,,1.25,,
"ISL","Iceland","YA99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,1.45,,
"ISL","Iceland","YA99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,1.35,,
"ISL","Iceland","YA99M4L1_ST","Professional, scientific and technical activities (M)","TT","All persons","A","Annual","2008","2008","PER","Persons","3","Thousands",,,9.425,,
"ISL","Iceland","YA99M4L1_ST","Professional, scientific and technical activities (M)","TT","All persons","A","Annual","2009","2009","PER","Persons","3","Thousands",,,9.5,,
"ISL","Iceland","YA99M4L1_ST","Professional, scientific and technical activities (M)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,9.875,,
"ISL","Iceland","YA99M4L1_ST","Professional, scientific and technical activities (M)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,9.9,,
"ISL","Iceland","YA99M4L1_ST","Professional, scientific and technical activities (M)","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,9.675,,
"ISL","Iceland","YA99M4L1_ST","Professional, scientific and technical activities (M)","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,9.8,,
"ISL","Iceland","YA99M4L1_ST","Professional, scientific and technical activities (M)","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,10.575,,
"ISL","Iceland","YA99M4L1_ST","Professional, scientific and technical activities (M)","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,11.325,,
"ISL","Iceland","YA99M4L1_ST","Professional, scientific and technical activities (M)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,11.875,,
"ISL","Iceland","YA99M4L1_ST","Professional, scientific and technical activities (M)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,12.625,,
"ISL","Iceland","YA99M4L1_ST","Professional, scientific and technical activities (M)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,13.95,,
"ISL","Iceland","YA99M4L1_ST","Professional, scientific and technical activities (M)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,13.925,,
"ISL","Iceland","YA99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2008","2008","PER","Persons","3","Thousands",,,4.2,,
"ISL","Iceland","YA99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2009","2009","PER","Persons","3","Thousands",,,3.85,,
"ISL","Iceland","YA99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,4.05,,
"ISL","Iceland","YA99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,4.425,,
"ISL","Iceland","YA99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,5.075,,
"ISL","Iceland","YA99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,5.2,,
"ISL","Iceland","YA99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,6.25,,
"ISL","Iceland","YA99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,5.75,,
"ISL","Iceland","YA99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,6.825,,
"ISL","Iceland","YA99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,7.65,,
"ISL","Iceland","YA99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,7.65,,
"ISL","Iceland","YA99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,6.925,,
"ISL","Iceland","YA99O4L1_ST","Public administration and defence, Compulsory social security (O)","TT","All persons","A","Annual","2008","2008","PER","Persons","3","Thousands",,,9.55,,
"ISL","Iceland","YA99O4L1_ST","Public administration and defence, Compulsory social security (O)","TT","All persons","A","Annual","2009","2009","PER","Persons","3","Thousands",,,9.05,,
"ISL","Iceland","YA99O4L1_ST","Public administration and defence, Compulsory social security (O)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,8.525,,
"ISL","Iceland","YA99O4L1_ST","Public administration and defence, Compulsory social security (O)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,7.125,,
"ISL","Iceland","YA99O4L1_ST","Public administration and defence, Compulsory social security (O)","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,8.975,,
"ISL","Iceland","YA99O4L1_ST","Public administration and defence, Compulsory social security (O)","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,8.9,,
"ISL","Iceland","YA99O4L1_ST","Public administration and defence, Compulsory social security (O)","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,7.55,,
"ISL","Iceland","YA99O4L1_ST","Public administration and defence, Compulsory social security (O)","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,7.475,,
"ISL","Iceland","YA99O4L1_ST","Public administration and defence, Compulsory social security (O)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,8.35,,
"ISL","Iceland","YA99O4L1_ST","Public administration and defence, Compulsory social security (O)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,8.35,,
"ISL","Iceland","YA99O4L1_ST","Public administration and defence, Compulsory social security (O)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,10.325,,
"ISL","Iceland","YA99O4L1_ST","Public administration and defence, Compulsory social security (O)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,11.075,,
"ISL","Iceland","YA99P4L1_ST","Education (P)","TT","All persons","A","Annual","2008","2008","PER","Persons","3","Thousands",,,20.825,,
"ISL","Iceland","YA99P4L1_ST","Education (P)","TT","All persons","A","Annual","2009","2009","PER","Persons","3","Thousands",,,19.8,,
"ISL","Iceland","YA99P4L1_ST","Education (P)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,20.075,,
"ISL","Iceland","YA99P4L1_ST","Education (P)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,18.125,,
"ISL","Iceland","YA99P4L1_ST","Education (P)","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,19.225,,
"ISL","Iceland","YA99P4L1_ST","Education (P)","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,20.125,,
"ISL","Iceland","YA99P4L1_ST","Education (P)","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,22.05,,
"ISL","Iceland","YA99P4L1_ST","Education (P)","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,23.55,,
"ISL","Iceland","YA99P4L1_ST","Education (P)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,23.1,,
"ISL","Iceland","YA99P4L1_ST","Education (P)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,24.125,,
"ISL","Iceland","YA99P4L1_ST","Education (P)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,24.725,,
"ISL","Iceland","YA99P4L1_ST","Education (P)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,25.775,,
"ISL","Iceland","YA99Q4L1_ST","Human health and social work activities (Q)","TT","All persons","A","Annual","2008","2008","PER","Persons","3","Thousands",,,19.45,,
"ISL","Iceland","YA99Q4L1_ST","Human health and social work activities (Q)","TT","All persons","A","Annual","2009","2009","PER","Persons","3","Thousands",,,19.2,,
"ISL","Iceland","YA99Q4L1_ST","Human health and social work activities (Q)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,20.925,,
"ISL","Iceland","YA99Q4L1_ST","Human health and social work activities (Q)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,20.2,,
"ISL","Iceland","YA99Q4L1_ST","Human health and social work activities (Q)","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,18.9,,
"ISL","Iceland","YA99Q4L1_ST","Human health and social work activities (Q)","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,20.425,,
"ISL","Iceland","YA99Q4L1_ST","Human health and social work activities (Q)","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,20.25,,
"ISL","Iceland","YA99Q4L1_ST","Human health and social work activities (Q)","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,20.875,,
"ISL","Iceland","YA99Q4L1_ST","Human health and social work activities (Q)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,21.025,,
"ISL","Iceland","YA99Q4L1_ST","Human health and social work activities (Q)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,22.275,,
"ISL","Iceland","YA99Q4L1_ST","Human health and social work activities (Q)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,22.65,,
"ISL","Iceland","YA99Q4L1_ST","Human health and social work activities (Q)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,23.425,,
"ISL","Iceland","YA99X4L1_ST","Arts, entertainment and recreation ( R)","TT","All persons","A","Annual","2008","2008","PER","Persons","3","Thousands",,,5.875,,
"ISL","Iceland","YA99X4L1_ST","Arts, entertainment and recreation ( R)","TT","All persons","A","Annual","2009","2009","PER","Persons","3","Thousands",,,5.075,,
"ISL","Iceland","YA99X4L1_ST","Arts, entertainment and recreation ( R)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,4.9,,
"ISL","Iceland","YA99X4L1_ST","Arts, entertainment and recreation ( R)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,5.55,,
"ISL","Iceland","YA99X4L1_ST","Arts, entertainment and recreation ( R)","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,6.025,,
"ISL","Iceland","YA99X4L1_ST","Arts, entertainment and recreation ( R)","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,5.9,,
"ISL","Iceland","YA99X4L1_ST","Arts, entertainment and recreation ( R)","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,5.9,,
"ISL","Iceland","YA99X4L1_ST","Arts, entertainment and recreation ( R)","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,6.325,,
"ISL","Iceland","YA99X4L1_ST","Arts, entertainment and recreation ( R)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,6.35,,
"ISL","Iceland","YA99X4L1_ST","Arts, entertainment and recreation ( R)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,6.25,,
"ISL","Iceland","YA99X4L1_ST","Arts, entertainment and recreation ( R)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,6.775,,
"ISL","Iceland","YA99X4L1_ST","Arts, entertainment and recreation ( R)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,6.925,,
"ISL","Iceland","YA99S4L1_ST","Other service activities (S)","TT","All persons","A","Annual","2008","2008","PER","Persons","3","Thousands",,,3.825,,
"ISL","Iceland","YA99S4L1_ST","Other service activities (S)","TT","All persons","A","Annual","2009","2009","PER","Persons","3","Thousands",,,3.95,,
"ISL","Iceland","YA99S4L1_ST","Other service activities (S)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,4.225,,
"ISL","Iceland","YA99S4L1_ST","Other service activities (S)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,4.925,,
"ISL","Iceland","YA99S4L1_ST","Other service activities (S)","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,4.975,,
"ISL","Iceland","YA99S4L1_ST","Other service activities (S)","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,4.3,,
"ISL","Iceland","YA99S4L1_ST","Other service activities (S)","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,4.275,,
"ISL","Iceland","YA99S4L1_ST","Other service activities (S)","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,4.625,,
"ISL","Iceland","YA99S4L1_ST","Other service activities (S)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,4.575,,
"ISL","Iceland","YA99S4L1_ST","Other service activities (S)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,4.45,,
"ISL","Iceland","YA99S4L1_ST","Other service activities (S)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,4.5,,
"ISL","Iceland","YA99S4L1_ST","Other service activities (S)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,4.45,,
"ITA","Italy","YA994TL1_ST","Employment in all activities (ISIC rev.4, A-U)","TT","All persons","A","Annual","2008","2008","PER","Persons","3","Thousands",,,23090.35,,
"ITA","Italy","YA994TL1_ST","Employment in all activities (ISIC rev.4, A-U)","TT","All persons","A","Annual","2009","2009","PER","Persons","3","Thousands",,,22698.72,,
"ITA","Italy","YA994TL1_ST","Employment in all activities (ISIC rev.4, A-U)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,22526.85,,
"ITA","Italy","YA994TL1_ST","Employment in all activities (ISIC rev.4, A-U)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,22598.22,,
"ITA","Italy","YA994TL1_ST","Employment in all activities (ISIC rev.4, A-U)","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,22565.95,,
"ITA","Italy","YA994TL1_ST","Employment in all activities (ISIC rev.4, A-U)","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,22190.53,,
"ITA","Italy","YA994TL1_ST","Employment in all activities (ISIC rev.4, A-U)","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,22278.93,,
"ITA","Italy","YA994TL1_ST","Employment in all activities (ISIC rev.4, A-U)","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,22464.75,,
"ITA","Italy","YA994TL1_ST","Employment in all activities (ISIC rev.4, A-U)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,22757.85,,
"ITA","Italy","YA994TL1_ST","Employment in all activities (ISIC rev.4, A-U)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,23022.95,,
"ITA","Italy","YA994TL1_ST","Employment in all activities (ISIC rev.4, A-U)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,23214.95,,
"ITA","Italy","YA994TL1_ST","Employment in all activities (ISIC rev.4, A-U)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,23359.88,,
"ITA","Italy","YA994AL1_ST","Employment in Agriculture,hunting and forestry (ISIC rev4, A)","TT","All persons","A","Annual","2008","2008","PER","Persons","3","Thousands",,,854.125,,
"ITA","Italy","YA994AL1_ST","Employment in Agriculture,hunting and forestry (ISIC rev4, A)","TT","All persons","A","Annual","2009","2009","PER","Persons","3","Thousands",,,837.725,,
"ITA","Italy","YA994AL1_ST","Employment in Agriculture,hunting and forestry (ISIC rev4, A)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,849.125,,
"ITA","Italy","YA994AL1_ST","Employment in Agriculture,hunting and forestry (ISIC rev4, A)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,831.925,,
"ITA","Italy","YA994AL1_ST","Employment in Agriculture,hunting and forestry (ISIC rev4, A)","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,833.425,,
"ITA","Italy","YA994AL1_ST","Employment in Agriculture,hunting and forestry (ISIC rev4, A)","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,799.15,,
"ITA","Italy","YA994AL1_ST","Employment in Agriculture,hunting and forestry (ISIC rev4, A)","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,811.75,,
"ITA","Italy","YA994AL1_ST","Employment in Agriculture,hunting and forestry (ISIC rev4, A)","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,842.85,,
"ITA","Italy","YA994AL1_ST","Employment in Agriculture,hunting and forestry (ISIC rev4, A)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,883.975,,
"ITA","Italy","YA994AL1_ST","Employment in Agriculture,hunting and forestry (ISIC rev4, A)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,871.225,,
"ITA","Italy","YA994AL1_ST","Employment in Agriculture,hunting and forestry (ISIC rev4, A)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,872.35,,
"ITA","Italy","YA994AL1_ST","Employment in Agriculture,hunting and forestry (ISIC rev4, A)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,908.75,,
"ITA","Italy","YA99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2008","2008","PER","Persons","3","Thousands",,,854.125,,
"ITA","Italy","YA99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2009","2009","PER","Persons","3","Thousands",,,837.725,,
"ITA","Italy","YA99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,849.125,,
"ITA","Italy","YA99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,831.925,,
"ITA","Italy","YA99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,833.425,,
"ITA","Italy","YA99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,799.15,,
"ITA","Italy","YA99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,811.75,,
"ITA","Italy","YA99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,842.85,,
"ITA","Italy","YA99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,883.975,,
"ITA","Italy","YA99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,871.225,,
"ITA","Italy","YA99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,872.35,,
"ITA","Italy","YA99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,908.75,,
"ITA","Italy","YA994IL1_ST","Employment in Industry (ISIC rev4, B-F)","TT","All persons","A","Annual","2008","2008","PER","Persons","3","Thousands",,,6881,,
"ITA","Italy","YA994IL1_ST","Employment in Industry (ISIC rev4, B-F)","TT","All persons","A","Annual","2009","2009","PER","Persons","3","Thousands",,,6636.725,,
"ITA","Italy","YA994IL1_ST","Employment in Industry (ISIC rev4, B-F)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,6444.525,,
"ITA","Italy","YA994IL1_ST","Employment in Industry (ISIC rev4, B-F)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,6392.75,,
"ITA","Italy","YA994IL1_ST","Employment in Industry (ISIC rev4, B-F)","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,6224.225,,
"ITA","Italy","YA994IL1_ST","Employment in Industry (ISIC rev4, B-F)","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,6001.825,,
"ITA","Italy","YA994IL1_ST","Employment in Industry (ISIC rev4, B-F)","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,5993.425,,
"ITA","Italy","YA994IL1_ST","Employment in Industry (ISIC rev4, B-F)","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,5975.625,,
"ITA","Italy","YA994IL1_ST","Employment in Industry (ISIC rev4, B-F)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,5944.875,,
"ITA","Italy","YA994IL1_ST","Employment in Industry (ISIC rev4, B-F)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,5986.375,,
"ITA","Italy","YA994IL1_ST","Employment in Industry (ISIC rev4, B-F)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,6059.775,,
"ITA","Italy","YA994IL1_ST","Employment in Industry (ISIC rev4, B-F)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,6042.45,,
"ITA","Italy","YA99B4L1_ST","Mining and quarrying (B)","TT","All persons","A","Annual","2008","2008","PER","Persons","3","Thousands",,,35.65,,
"ITA","Italy","YA99B4L1_ST","Mining and quarrying (B)","TT","All persons","A","Annual","2009","2009","PER","Persons","3","Thousands",,,33,,
"ITA","Italy","YA99B4L1_ST","Mining and quarrying (B)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,35.425,,
"ITA","Italy","YA99B4L1_ST","Mining and quarrying (B)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,38.2,,
"ITA","Italy","YA99B4L1_ST","Mining and quarrying (B)","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,35.3,,
"ITA","Italy","YA99B4L1_ST","Mining and quarrying (B)","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,37.525,,
"ITA","Italy","YA99B4L1_ST","Mining and quarrying (B)","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,38.925,,
"ITA","Italy","YA99B4L1_ST","Mining and quarrying (B)","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,34.1,,
"ITA","Italy","YA99B4L1_ST","Mining and quarrying (B)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,32.45,,
"ITA","Italy","YA99B4L1_ST","Mining and quarrying (B)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,32.225,,
"ITA","Italy","YA99B4L1_ST","Mining and quarrying (B)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,25.025,,
"ITA","Italy","YA99B4L1_ST","Mining and quarrying (B)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,24.75,,
"ITA","Italy","YA99C4L1_ST","Manufacturing (C )","TT","All persons","A","Annual","2008","2008","PER","Persons","3","Thousands",,,4597.65,,
"ITA","Italy","YA99C4L1_ST","Manufacturing (C )","TT","All persons","A","Annual","2009","2009","PER","Persons","3","Thousands",,,4378.975,,
"ITA","Italy","YA99C4L1_ST","Manufacturing (C )","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,4195.5,,
"ITA","Italy","YA99C4L1_ST","Manufacturing (C )","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,4226.125,,
"ITA","Italy","YA99C4L1_ST","Manufacturing (C )","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,4131.325,,
"ITA","Italy","YA99C4L1_ST","Manufacturing (C )","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,4062.575,,
